Your name; Your GitHub user; Dataset name; Dataset URL; Dataset brief description
Rodrigo Pinto Aguilera; Rpinto03; Superficie de parques y zonas verdes de Madrid; https://datos.madrid.es/sites/v/index.jsp?vgnextoid=559b401daf436610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD; Presenta las zonas verdes de Madrid.
